iter,average value,advantage gap,greedy advantage gap
1,1.200911e+01,7.433647e+00,2.798259e-01
2,1.150382e+01,5.145222e+00,2.798259e-01
3,1.089740e+01,2.936544e+00,2.763811e-01
4,1.038222e+01,1.283633e+00,1.320496e-01
5,1.029603e+01,3.260469e-01,3.044387e-02
6,1.028598e+01,1.025395e-01,3.044374e-02
7,1.027360e+01,1.163539e-01,1.528053e-02
8,1.025910e+01,7.732590e-02,1.519160e-02
9,1.024318e+01,3.754344e-02,1.602317e-02
10,1.023154e+01,2.698529e-02,1.602287e-02
11,1.022526e+01,2.025413e-02,4.469281e-03
12,1.022224e+01,9.373651e-03,1.861262e-03
13,1.022117e+01,6.215574e-03,8.764951e-04
14,1.022045e+01,1.950478e-03,5.108170e-04
15,1.021988e+01,1.551183e-03,4.319394e-04
16,1.021953e+01,8.594560e-04,1.740852e-04
17,1.021928e+01,3.871133e-04,7.210103e-05
18,1.021916e+01,2.151450e-04,5.923945e-05
19,1.021910e+01,1.225179e-04,2.072013e-05
20,1.021906e+01,5.654419e-05,6.180382e-06
21,1.021904e+01,2.284610e-05,2.961750e-06
22,1.021903e+01,1.320412e-05,2.869948e-06
23,1.021902e+01,4.828833e-06,2.277625e-07
24,1.021902e+01,1.571209e-06,1.070176e-07
25,1.021902e+01,1.070083e-06,7.268835e-08
26,1.021902e+01,2.824918e-07,7.268835e-08
27,1.021902e+01,2.184159e-07,7.268835e-08
28,1.021902e+01,1.299204e-07,6.146195e-13
29,1.021902e+01,4.725254e-08,6.146195e-13
30,1.021902e+01,1.886870e-08,3.714645e-09
31,1.021902e+01,1.047069e-08,2.309264e-14
31,1.021902e+01,1.047069e-08,2.309264e-14
