iter,average value,advantage gap,greedy advantage gap
1,1.597436e+00,4.261016e+00,7.791177e-02
2,-4.298210e+01,3.677715e+00,7.791177e-02
3,-7.422918e+01,3.287573e+00,7.791177e-02
4,-9.310157e+01,3.056066e+00,7.791177e-02
5,-1.062601e+02,2.880443e+00,7.791177e-02
6,-1.161607e+02,2.727557e+00,7.791177e-02
7,-1.240859e+02,2.602217e+00,7.791177e-02
8,-1.306671e+02,2.494746e+00,7.791177e-02
9,-1.363285e+02,2.399096e+00,7.791177e-02
10,-1.412881e+02,2.311021e+00,7.791177e-02
11,-1.456865e+02,2.227335e+00,7.791177e-02
12,-1.496204e+02,2.154610e+00,7.791177e-02
13,-1.531583e+02,2.087267e+00,7.791177e-02
14,-1.563727e+02,2.022285e+00,7.791177e-02
15,-1.593390e+02,1.963646e+00,7.791177e-02
16,-1.620897e+02,1.910712e+00,7.791177e-02
17,-1.646439e+02,1.867449e+00,7.791177e-02
18,-1.670140e+02,1.826111e+00,7.791177e-02
19,-1.692165e+02,1.784715e+00,7.791177e-02
20,-1.712890e+02,1.743211e+00,7.791177e-02
21,-1.732314e+02,1.701649e+00,7.791177e-02
22,-1.750468e+02,1.660100e+00,7.791177e-02
23,-1.767708e+02,1.620521e+00,7.791177e-02
24,-1.784127e+02,1.580865e+00,7.791177e-02
25,-1.799799e+02,1.541318e+00,7.791177e-02
26,-1.814787e+02,1.503492e+00,5.684342e-14
26,-2.504979e+02,1.503492e+00,5.684342e-14
