iter,point value,point opt_lb,point uni_opt_lb,agg value,agg opt_lb,agg uni_opt_lb,true value,true opt_lb,true uni_opt_lb
1,7.799651e+01,-2.804706e+02,-7.266192e+02,7.799651e+01,-2.804706e+02,-7.266192e+02,0.000000e+00,0.000000e+00,0.000000e+00
2,5.796273e+01,-5.795897e+02,-3.899237e+03,6.797962e+01,-3.831840e+02,-1.895176e+03,0.000000e+00,0.000000e+00,0.000000e+00
3,2.267234e+01,-4.745771e+01,-3.935064e+03,5.287719e+01,-2.616158e+02,-1.469269e+03,0.000000e+00,0.000000e+00,0.000000e+00
4,1.842119e+01,6.491876e-01,-4.015790e+02,4.426319e+01,-1.922960e+02,-1.097347e+03,0.000000e+00,0.000000e+00,0.000000e+00
5,1.822431e+01,1.654901e+00,-4.017756e+02,3.905541e+01,-1.510140e+02,-8.742326e+02,0.000000e+00,0.000000e+00,0.000000e+00
6,1.797417e+01,1.398838e+00,-4.004203e+02,3.554187e+01,-1.235386e+02,-7.255315e+02,0.000000e+00,0.000000e+00,0.000000e+00
7,1.780888e+01,-1.710269e+00,-3.811911e+02,3.300859e+01,-1.039645e+02,-6.193400e+02,0.000000e+00,0.000000e+00,0.000000e+00
8,1.761001e+01,-4.945992e+00,-3.813900e+02,3.108377e+01,-8.954519e+01,-5.397212e+02,0.000000e+00,0.000000e+00,0.000000e+00
9,1.709957e+01,-6.544014e+00,-6.333699e+02,2.952997e+01,-7.835374e+01,-4.778523e+02,0.000000e+00,0.000000e+00,0.000000e+00
10,1.692427e+01,-8.216435e+00,-3.820757e+02,2.826940e+01,-6.975433e+01,-4.283746e+02,0.000000e+00,0.000000e+00,0.000000e+00
11,1.676173e+01,-8.797532e+00,-3.822383e+02,2.722324e+01,-6.277546e+01,-3.894024e+02,0.000000e+00,0.000000e+00,0.000000e+00
12,1.657995e+01,-7.517231e+00,-3.824201e+02,2.633630e+01,-5.699517e+01,-3.776936e+02,0.000000e+00,0.000000e+00,0.000000e+00
13,1.627432e+01,-1.035256e+01,-4.870378e+02,2.556230e+01,-5.216688e+01,-3.480264e+02,0.000000e+00,0.000000e+00,0.000000e+00
14,1.609342e+01,-1.105476e+01,-3.829066e+02,2.488596e+01,-4.813486e+01,-3.220232e+02,0.000000e+00,0.000000e+00,0.000000e+00
15,1.573185e+01,-1.792597e+01,-5.030824e+02,2.427568e+01,-4.464846e+01,-2.995062e+02,0.000000e+00,0.000000e+00,0.000000e+00
16,1.512832e+01,-2.215335e+01,-4.521334e+02,2.370397e+01,-4.166856e+01,-2.798416e+02,0.000000e+00,0.000000e+00,0.000000e+00
17,1.480451e+01,-2.428670e+01,-6.050200e+02,2.318048e+01,-3.907396e+01,-2.640360e+02,0.000000e+00,0.000000e+00,0.000000e+00
18,1.456372e+01,-2.205089e+01,-5.795912e+02,2.270177e+01,-3.689392e+01,-2.502178e+02,0.000000e+00,0.000000e+00,0.000000e+00
19,1.439988e+01,-2.634666e+01,-5.325162e+02,2.226483e+01,-3.485514e+01,-2.525399e+02,0.000000e+00,0.000000e+00,0.000000e+00
20,1.447121e+01,-2.219665e+01,-5.097968e+02,2.187514e+01,-3.302928e+01,-2.546263e+02,0.000000e+00,0.000000e+00,0.000000e+00
21,1.426819e+01,-2.603292e+01,-5.053021e+02,2.151291e+01,-3.138397e+01,-2.565236e+02,0.000000e+00,0.000000e+00,0.000000e+00
22,1.407031e+01,-2.609745e+01,-5.226046e+02,2.117461e+01,-2.996774e+01,-2.582575e+02,0.000000e+00,0.000000e+00,0.000000e+00
23,1.396395e+01,-2.835434e+01,-6.449374e+02,2.086110e+01,-2.872157e+01,-2.598452e+02,0.000000e+00,0.000000e+00,0.000000e+00
24,1.394063e+01,-2.850797e+01,-4.866579e+02,2.057275e+01,-2.753500e+01,-2.613015e+02,0.000000e+00,0.000000e+00,0.000000e+00
25,1.368809e+01,-3.079973e+01,-5.409768e+02,2.029736e+01,-2.657264e+01,-2.626510e+02,0.000000e+00,0.000000e+00,0.000000e+00
26,1.346403e+01,-3.314292e+01,-4.971133e+02,2.003454e+01,-2.567438e+01,-2.638949e+02,0.000000e+00,0.000000e+00,0.000000e+00
27,1.324011e+01,-3.880192e+01,-5.972793e+02,1.978290e+01,-2.489130e+01,-2.648537e+02,0.000000e+00,0.000000e+00,0.000000e+00
28,1.286415e+01,-4.543851e+01,-5.169473e+02,1.953580e+01,-2.435898e+01,-2.629954e+02,0.000000e+00,0.000000e+00,0.000000e+00
29,1.312780e+01,-4.234573e+01,-5.784198e+02,1.931483e+01,-2.378996e+01,-2.548380e+02,0.000000e+00,0.000000e+00,0.000000e+00
30,1.273697e+01,-4.314945e+01,-5.553749e+02,1.909557e+01,-2.338342e+01,-2.460042e+02,0.000000e+00,0.000000e+00,0.000000e+00
31,1.248424e+01,-4.805521e+01,-5.173272e+02,1.888230e+01,-2.301844e+01,-2.385910e+02,0.000000e+00,0.000000e+00,0.000000e+00
32,1.234686e+01,-4.884895e+01,-5.174646e+02,1.867807e+01,-2.261944e+01,-2.409050e+02,0.000000e+00,0.000000e+00,0.000000e+00
33,1.200928e+01,-4.820908e+01,-6.013052e+02,1.847599e+01,-2.235717e+01,-2.430891e+02,0.000000e+00,0.000000e+00,0.000000e+00
34,1.207118e+01,-5.348427e+01,-5.659710e+02,1.828761e+01,-2.199714e+01,-2.451429e+02,0.000000e+00,0.000000e+00,0.000000e+00
35,1.172170e+01,-5.271418e+01,-5.701816e+02,1.810001e+01,-2.182663e+01,-2.532493e+02,0.000000e+00,0.000000e+00,0.000000e+00
36,1.156222e+01,-4.787466e+01,-5.402001e+02,1.791841e+01,-2.153627e+01,-2.612201e+02,0.000000e+00,0.000000e+00,0.000000e+00
37,1.145472e+01,-4.524769e+01,-5.379280e+02,1.774371e+01,-2.124815e+01,-2.623626e+02,0.000000e+00,0.000000e+00,0.000000e+00
38,1.108378e+01,-5.242594e+01,-5.132585e+02,1.756845e+01,-2.093574e+01,-2.647094e+02,0.000000e+00,0.000000e+00,0.000000e+00
39,1.133093e+01,-4.950560e+01,-6.976291e+02,1.740851e+01,-2.064321e+01,-2.581265e+02,0.000000e+00,0.000000e+00,0.000000e+00
40,1.112804e+01,-5.180527e+01,-5.294636e+02,1.725150e+01,-2.045874e+01,-2.630758e+02,0.000000e+00,0.000000e+00,0.000000e+00
41,1.103678e+01,-5.234464e+01,-5.717401e+02,1.709992e+01,-2.023767e+01,-2.639203e+02,0.000000e+00,0.000000e+00,0.000000e+00
42,1.093859e+01,-5.146655e+01,-5.380564e+02,1.695323e+01,-2.002941e+01,-2.647270e+02,0.000000e+00,0.000000e+00,0.000000e+00
43,1.064929e+01,-5.554584e+01,-5.976723e+02,1.680662e+01,-1.987519e+01,-2.655028e+02,0.000000e+00,0.000000e+00,0.000000e+00
44,1.063399e+01,-5.588497e+01,-4.811840e+02,1.666634e+01,-1.967570e+01,-2.662438e+02,0.000000e+00,0.000000e+00,0.000000e+00
45,1.030003e+01,-5.434439e+01,-5.140422e+02,1.652486e+01,-1.949481e+01,-2.704810e+02,0.000000e+00,0.000000e+00,0.000000e+00
46,1.058315e+01,-6.071865e+01,-5.542522e+02,1.639569e+01,-1.931597e+01,-2.692176e+02,0.000000e+00,0.000000e+00,0.000000e+00
47,1.029408e+01,-5.130002e+01,-6.186029e+02,1.626587e+01,-1.912729e+01,-2.643201e+02,0.000000e+00,0.000000e+00,0.000000e+00
48,1.051770e+01,-5.801908e+01,-5.138246e+02,1.614612e+01,-1.894076e+01,-2.617157e+02,0.000000e+00,0.000000e+00,0.000000e+00
49,1.048052e+01,-5.449152e+01,-5.992454e+02,1.603049e+01,-1.876688e+01,-2.567661e+02,0.000000e+00,0.000000e+00,0.000000e+00
50,1.037661e+01,-5.246767e+01,-5.302151e+02,1.591742e+01,-1.861060e+01,-2.491347e+02,0.000000e+00,0.000000e+00,0.000000e+00
