iter,average value,advantage gap
1,7.917192e+01,6.595530e+00
2,-2.588354e+03,9.656154e-02
3,-2.591169e+03,5.723021e-05
4,-2.591169e+03,2.728484e-12
4,-2.591169e+03,2.728484e-12
