iter,average value,advantage gap
1,-1.298517e+02,5.522387e+00
2,-2.475781e+03,1.802799e-01
3,-2.480310e+03,2.409863e-03
4,-2.480335e+03,2.273737e-12
4,-2.480335e+03,2.273737e-12
