iter,average value,advantage gap,greedy advantage gap
1,3.972754e+02,2.385365e+01,9.885071e+02
2,3.926656e+02,2.380026e+01,9.885071e+02
3,3.834285e+02,2.369168e+01,9.885071e+02
4,3.648570e+02,2.346496e+01,9.885071e+02
5,3.268432e+02,2.293273e+01,9.885071e+02
6,2.134852e+02,6.067931e+01,1.642234e+03
7,-5.264284e+02,1.740514e+02,1.818989e-12
8,-1.595044e+03,4.035609e+01,1.591616e-12
9,-1.612418e+03,1.818989e-12,1.364242e-12
10,-1.612418e+03,2.046363e-12,1.364242e-12
11,-1.612418e+03,2.501110e-12,1.136868e-12
12,-1.612418e+03,1.136868e-12,1.364242e-12
13,-1.612418e+03,1.364242e-12,1.364242e-12
14,-1.612418e+03,2.955858e-12,1.364242e-12
15,-1.612418e+03,2.046363e-12,1.364242e-12
16,-1.612418e+03,1.591616e-12,1.591616e-12
17,-1.612418e+03,2.273737e-12,1.364242e-12
18,-1.612418e+03,2.955858e-12,1.818989e-12
19,-1.612418e+03,2.955858e-12,1.364242e-12
20,-1.612418e+03,2.728484e-12,1.364242e-12
21,-1.612418e+03,2.955858e-12,2.046363e-12
22,-1.612418e+03,1.364242e-12,2.501110e-12
23,-1.612418e+03,1.818989e-12,2.501110e-12
24,-1.612418e+03,1.818989e-12,2.501110e-12
25,-1.612418e+03,1.364242e-12,2.501110e-12
26,-1.612418e+03,2.273737e-12,2.501110e-12
27,-1.612418e+03,3.183231e-12,1.364242e-12
28,-1.612418e+03,1.136868e-12,1.364242e-12
29,-1.612418e+03,1.818989e-12,1.364242e-12
30,-1.612418e+03,1.818989e-12,1.136868e-12
31,-1.612418e+03,1.591616e-12,1.364242e-12
32,-1.612418e+03,2.273737e-12,1.364242e-12
33,-1.612418e+03,9.094947e-13,1.364242e-12
33,-1.612418e+03,9.094947e-13,1.364242e-12
