iter,average value,advantage gap,greedy advantage gap
1,-4.547731e-02,4.444222e+00,1.527219e-02
2,-1.513418e+01,2.397956e+00,1.527219e-02
3,-1.790734e+01,1.728827e+00,1.530004e-02
4,-1.940830e+01,1.350584e+00,1.531029e-02
5,-2.040001e+01,1.047567e+00,1.531029e-02
6,-2.113214e+01,8.264466e-01,1.531029e-02
7,-2.170116e+01,7.040265e-01,1.531029e-02
8,-2.214776e+01,6.169268e-01,1.531029e-02
9,-2.251592e+01,5.501689e-01,2.622510e-03
10,-2.281550e+01,5.038291e-01,2.622510e-03
11,-2.307814e+01,4.610873e-01,2.622510e-03
12,-2.331548e+01,4.207948e-01,2.131628e-14
12,-2.590771e+01,4.207948e-01,2.131628e-14
