iter,average value,advantage gap,greedy advantage gap
1,1.444964e+02,1.030207e+01,9.748526e+00
2,1.404185e+02,9.999761e+00,9.749104e+00
3,1.334055e+02,9.566269e+00,9.843970e+00
4,1.229994e+02,8.787257e+00,1.007753e+01
5,1.109964e+02,6.372877e+00,1.075477e+01
6,1.014433e+02,3.883005e+00,2.762680e+01
7,9.849647e+01,2.601325e+00,2.324200e+00
8,9.386761e+01,2.109831e+00,2.002893e+00
9,7.598417e+01,3.981130e+00,1.458412e+00
10,4.260614e+01,1.166149e+00,1.250888e+00
11,3.067830e+01,8.251699e-01,1.741600e-01
12,2.999676e+01,1.272863e-01,1.358812e-01
13,2.960156e+01,9.356891e-02,7.442742e-02
14,2.917089e+01,5.484593e-02,4.785431e-02
15,2.911080e+01,4.890986e-02,3.607434e-03
16,2.908045e+01,4.021722e-02,7.703208e-04
17,2.905884e+01,6.515186e-03,9.887864e-04
18,2.904932e+01,2.594750e-03,9.887866e-04
19,2.904355e+01,1.273953e-03,2.141514e-05
20,2.904101e+01,5.404301e-04,2.842171e-14
20,2.903980e+01,5.404301e-04,2.842171e-14
