iter,average value,advantage gap,greedy advantage gap
1,3.104325e-02,3.884919e+00,1.381720e-02
2,-1.551139e+01,1.994787e+00,1.381720e-02
3,-1.811688e+01,1.454787e+00,2.512384e-03
4,-1.944630e+01,1.185020e+00,2.512384e-03
5,-2.033944e+01,9.951223e-01,2.512384e-03
6,-2.100097e+01,8.371614e-01,2.512384e-03
7,-2.151416e+01,6.850557e-01,2.512384e-03
8,-2.193225e+01,5.403354e-01,2.512384e-03
9,-2.227850e+01,4.815192e-01,2.512384e-03
10,-2.258223e+01,4.319778e-01,2.512384e-03
11,-2.283963e+01,3.943270e-01,7.105427e-15
11,-2.506141e+01,3.943270e-01,7.105427e-15
