iter,average value,advantage gap
1,1.420547e+03,1.280239e+01
2,9.996221e+02,1.011450e+01
3,9.944747e+02,1.497659e+01
4,9.428836e+02,6.124953e+01
5,2.616078e+02,8.295367e+00
6,2.322108e+02,1.252437e+00
7,2.310891e+02,1.660331e-01
8,2.309918e+02,1.866875e-03
9,2.309909e+02,2.251259e-04
10,2.309909e+02,1.421085e-13
10,2.309909e+02,1.421085e-13
