iter,average value,advantage gap
1,1.421111e+03,1.207922e+01
2,1.000029e+03,9.822207e+00
3,9.988452e+02,1.098331e+01
4,9.616759e+02,4.392069e+01
5,8.298013e+02,1.604736e+02
6,4.419314e+02,8.081064e-01
7,4.366273e+02,2.721485e-01
8,4.361062e+02,1.644820e-01
9,4.358949e+02,8.948515e-07
10,4.358949e+02,3.410605e-13
10,4.358949e+02,3.410605e-13
