iter,average value,advantage gap
1,1.459428e+03,1.160230e+01
2,1.000464e+03,9.844759e+00
3,9.622054e+02,4.442007e+01
4,3.198988e+02,1.235097e+01
5,2.873873e+02,3.051909e+00
6,2.839627e+02,8.539335e-01
7,2.833935e+02,4.242272e-05
8,2.833932e+02,3.979039e-13
8,2.833932e+02,3.979039e-13
