iter,average value,advantage gap
1,1.428046e+03,1.277031e+01
2,9.997718e+02,1.027567e+01
3,9.960324e+02,1.364551e+01
4,9.551683e+02,4.995450e+01
5,3.011586e+02,9.048715e+00
6,2.080069e+02,4.602184e+00
7,2.037140e+02,1.573110e+00
8,2.032961e+02,4.016458e-02
9,2.032857e+02,1.421085e-13
9,2.032857e+02,1.421085e-13
