iter,average value,advantage gap
1,1.401995e+03,2.394630e+01
2,9.985530e+02,1.142964e+01
3,9.964661e+02,1.323906e+01
4,9.931253e+02,1.589117e+01
5,9.102285e+02,8.942316e+01
6,4.336053e+02,1.039494e+01
7,4.068029e+02,1.173523e+00
8,3.981360e+02,1.224968e-02
9,3.980680e+02,2.134003e-02
10,3.980403e+02,1.226766e-03
11,3.980375e+02,2.842171e-13
11,3.980375e+02,2.842171e-13
