iter,average value,advantage gap
1,1.452707e+03,1.126827e+01
2,1.000423e+03,9.862138e+00
3,9.969984e+02,1.264526e+01
4,9.635633e+02,4.218974e+01
5,6.611879e+02,2.406173e+02
6,3.623233e+02,8.296122e+00
7,3.530512e+02,5.478005e+00
8,3.518286e+02,5.399663e-03
9,3.518190e+02,7.316932e-04
10,3.518189e+02,2.842171e-13
10,3.518189e+02,2.842171e-13
