iter,average value,advantage gap
1,1.448716e+03,9.777602e+00
2,1.000409e+03,9.852273e+00
3,9.987153e+02,1.115065e+01
4,9.905001e+02,1.837696e+01
5,9.330638e+02,6.917664e+01
6,3.789598e+02,8.498069e+00
7,3.521048e+02,1.563748e+00
8,3.450763e+02,1.641578e+00
9,3.430729e+02,1.040371e+00
10,3.426287e+02,4.547474e-13
10,3.426287e+02,4.547474e-13
